ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 4%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating
4269,Branch 2,Kolkata,Subscriber,Unisex,Sunglasses,33.09,3,3.97,108.2,26-09-21,16:05,Prepaid,99.27,5,4.96,4.3
4270,Branch 3,Noida,Subscriber,Unisex,Sunglasses,30.06,9,10.82,294.89,27-09-21,13:34,Prepaid,270.54,5,13.53,6.9
4271,Branch 1,Agra,Non-Subscriber,Women,Women Apparel,24.68,4,3.95,107.59,28-09-21,18:13,COD,98.71,5,4.94,6.2
4272,Branch 2,Lucknow,Subscriber,Men,Men Footwear,30.55,1,1.22,33.3,29-09-21,19:17,COD,30.55,5,1.53,9.6
4273,Branch 3,Gurgaon,Non-Subscriber,Men,Men Footwear,21.87,8,7,190.68,30-09-21,11:44,Prepaid,174.93,5,8.75,8.7
4274,Branch 4,Delhi,Subscriber,Men,Watches,24.3,1,0.97,26.48,01-10-21,15:51,COD,24.3,5,1.21,5
4275,Branch 2,Hyderabad,Subscriber,Unisex,Sunglasses,33.09,5,6.62,180.34,02-10-21,16:52,COD,165.45,5,8.27,7.8
4276,Branch 3,Chennai,Subscriber,Women,Watches,25.9,6,6.22,169.36,03-10-21,20:52,Prepaid,155.38,5,7.77,6.1
4277,Branch 1,Bangalore,Non-Subscriber,Unisex,Sports Equipment,38.94,9,14.02,382.01,04-10-21,17:36,COD,350.47,5,17.52,7
4278,Branch 2,Hyderabad,Subscriber,Women,Home,22.96,3,2.75,75.07,05-10-21,13:23,COD,68.87,5,3.44,6.3
4279,Branch 3,Baroda,Subscriber,Unisex,Watches,25.94,9,9.34,254.48,06-10-21,16:28,COD,233.47,5,11.67,5.6
4280,Branch 4,Bhubaneswar,Subscriber,Men,Watches,26.67,9,9.6,261.66,07-10-21,19:57,COD,240.05,5,12,9.5
4281,Branch 4,Lucknow,Subscriber,Men,Watches,26.67,7,7.47,203.51,08-10-21,17:01,COD,186.71,5,9.34,6.3
4282,Branch 3,Delhi,Subscriber,Women,Bags,24.3,1,0.97,26.48,09-10-21,13:29,COD,24.3,5,1.21,7.8
4283,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,23.36,1,0.93,25.47,10-10-21,11:09,Prepaid,23.36,5,1.17,6.4
4284,Branch 2,Delhi,Subscriber,Women,Bags,31.7,5,6.34,172.77,11-10-21,15:02,COD,158.51,5,7.93,8.4
4285,Branch 3,Delhi,Subscriber,Unisex,Bags,30.48,3,3.66,99.65,12-10-21,14:21,Prepaid,91.43,5,4.57,9
4286,Branch 4,Bangalore,Subscriber,Men,Watches,30.06,4,4.81,131.06,13-10-21,18:01,COD,120.24,5,6.01,7.5
4287,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,21.87,1,0.87,23.83,14-10-21,14:49,COD,21.87,5,1.09,6.8
4288,Branch 4,Bangalore,Subscriber,Men,Watches,24.72,8,7.91,215.57,15-10-21,12:02,COD,197.78,5,9.89,9.4
4289,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,36.8,6,8.83,240.64,16-10-21,13:30,COD,220.77,5,11.04,5.1
4290,Branch 4,Rajkot,Subscriber,Men,Watches,38.45,6,9.23,251.44,17-10-21,14:38,Prepaid,230.68,5,11.53,4.1
4291,Branch 3,Kolkata,Non-Subscriber,Men,Men Footwear,33.21,9,11.96,325.8,18-10-21,17:37,COD,298.9,5,14.95,6.9
4292,Branch 1,Delhi,Subscriber,Men,Men Footwear,33.21,6,7.97,217.2,19-10-21,17:20,COD,199.27,5,9.96,5.9
4293,Branch 2,Raipur,Subscriber,Women,Sunglasses,30.48,1,1.22,33.22,20-10-21,20:29,COD,30.48,5,1.52,4.6
4294,Branch 3,Delhi,Subscriber,Women,Bags,32.11,1,1.28,35,21-10-21,10:00,COD,32.11,5,1.61,7
4295,Branch 1,Delhi,Non-Subscriber,Women,Women Apparel,24.12,9,8.68,236.62,22-10-21,11:46,Prepaid,217.08,5,10.85,5.8
4296,Branch 2,Gurgaon,Subscriber,Unisex,Sunglasses,32.44,4,5.19,141.44,23-10-21,13:42,COD,129.76,5,6.49,7.4
4297,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,26.67,3,3.2,87.22,24-10-21,14:44,COD,80.02,5,4,6.3
4298,Branch 1,Vishakapatnam,Subscriber,Women,Women Apparel,49.35,5,9.87,268.96,25-10-21,14:16,COD,246.75,5,12.34,5.7
4299,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,48.33,3,5.8,158.04,26-10-21,15:54,COD,144.99,5,7.25,4.4
4300,Branch 3,Hyderabad,Subscriber,Women,Women Apparel,29.34,1,1.17,31.98,27-10-21,10:21,COD,29.34,5,1.47,7.6
4301,Branch 1,Ajmer,Subscriber,Women,Watches,33.83,1,1.35,36.88,28-10-21,18:09,Prepaid,33.83,5,1.69,6.6
4302,Branch 4,Kolkata,Subscriber,Men,Watches,33.83,1,1.35,36.88,29-10-21,16:46,Prepaid,33.83,5,1.69,4.6
4303,Branch 4,Delhi,Subscriber,Men,Watches,33.83,1,1.35,36.88,30-10-21,15:31,Prepaid,33.83,5,1.69,4.3
4304,Branch 1,Delhi,Subscriber,Men,Men Footwear,32.44,3,3.89,106.08,31-10-21,17:15,Prepaid,97.32,5,4.87,4.6
4305,Branch 2,Gurgaon,Subscriber,Unisex,Furniture,39.46,7,11.05,301.07,01-11-21,12:29,Prepaid,276.21,5,13.81,8.5
4306,Branch 3,Delhi,Subscriber,Unisex,Watches,29.78,6,7.15,194.79,02-11-21,20:14,COD,178.7,5,8.94,4.2
4307,Branch 4,Delhi,Subscriber,Men,Watches,34.33,6,8.24,224.54,03-11-21,13:22,COD,206,5,10.3,9.5
4308,Branch 2,Chennai,Subscriber,Women,Women Footwear,33.83,7,9.47,258.15,04-11-21,17:09,COD,236.83,5,11.84,4
4309,Branch 3,Hyderabad,Subscriber,Women,Sunglasses,38.29,2,3.06,83.47,05-11-21,10:40,COD,76.58,5,3.83,4.6
4310,Branch 1,Chennai,Subscriber,Men,Men Footwear,33.57,1,1.34,36.59,06-11-21,17:43,COD,33.57,5,1.68,7.7
4311,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,29.19,5,5.84,159.1,07-11-21,14:04,COD,145.97,5,7.3,5.4
4312,Branch 3,Jaipur,Subscriber,Men,Men Footwear,30.95,1,1.24,33.73,08-11-21,19:05,COD,30.95,5,1.55,9.6
4313,Branch 4,Kolkata,Subscriber,Men,Watches,36.86,4,5.9,160.71,09-11-21,10:08,Prepaid,147.44,5,7.37,4.3
4314,Branch 4,Noida,Subscriber,Men,Watches,36.86,8,11.8,321.42,10-11-21,13:12,Prepaid,294.88,5,14.74,4.9
4315,Branch 3,Delhi,Non-Subscriber,Women,Women Apparel,32.99,9,11.88,323.68,11-11-21,20:51,Prepaid,296.95,5,14.85,4.3
4316,Branch 1,Delhi,Subscriber,Unisex,Watches,25.94,1,1.04,28.28,12-11-21,17:29,COD,25.94,5,1.3,5.1
4317,Branch 2,Delhi,Non-Subscriber,Women,Home,29.84,2,2.39,65.05,13-11-21,10:25,COD,59.68,5,2.98,7.2
4318,Branch 4,Gurgaon,Subscriber,Men,Sunglasses,38.94,4,6.23,169.78,14-11-21,11:34,COD,155.76,5,7.79,4.8
4319,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,24.72,6,5.93,161.68,15-11-21,18:58,COD,148.33,5,7.42,8
4320,Branch 2,Chennai,Subscriber,Men,Men Footwear,40.88,3,4.91,133.67,16-11-21,16:28,Prepaid,122.63,5,6.13,8.3
4321,Branch 3,Bangalore,Non-Subscriber,Men,Men Footwear,37.11,8,11.88,323.61,17-11-21,20:26,COD,296.89,5,14.84,5.4
4322,Branch 1,Coimbatore,Subscriber,Women,Women Apparel,24.68,1,0.99,26.9,18-11-21,15:08,COD,24.68,5,1.23,8.3
4323,Branch 2,Jodhpur,Non-Subscriber,Women,Women Apparel,29.34,5,5.87,159.92,19-11-21,18:03,COD,146.72,5,7.34,9.7
4324,Branch 3,Kolkata,Subscriber,Women,Women Apparel,51.68,4,8.27,225.32,20-11-21,13:21,COD,206.71,5,10.34,6.6
4325,Branch 1,Faridabad,Non-Subscriber,Women,Women Apparel,51.68,5,10.34,281.65,21-11-21,12:48,COD,258.39,5,12.92,9.3
4326,Branch 2,Patiala,Subscriber,Unisex,Sports Equipment,38.94,3,4.67,127.34,22-11-21,19:53,COD,116.82,5,5.84,6.3
4327,Branch 3,Ghaziabad,Non-Subscriber,Women,Women Apparel,32.96,4,5.27,143.72,23-11-21,19:09,Prepaid,131.85,5,6.59,5.3
4328,Branch 1,Delhi,Subscriber,Men,Men Footwear,29.19,3,3.5,95.46,24-11-21,16:30,COD,87.58,5,4.38,8.5
4329,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,33.09,3,3.97,108.2,25-11-21,10:11,COD,99.27,5,4.96,3.9
4330,Branch 3,Bangalore,Subscriber,Women,Women Footwear,32.1,3,3.85,104.98,26-11-21,13:07,COD,96.31,5,4.82,7.5
4331,Branch 1,Hyderabad,Non-Subscriber,Men,Men Footwear,22.95,8,7.34,200.08,27-11-21,18:48,Prepaid,183.56,5,9.18,6.7
4332,Branch 2,Bangalore,Subscriber,Men,Men Footwear,32.1,2,2.57,69.99,28-11-21,17:27,COD,64.21,5,3.21,9
4333,Branch 3,Tanjore,Subscriber,Women,Bags,24.3,4,3.89,105.93,29-11-21,15:59,COD,97.18,5,4.86,5.4
4334,Branch 1,Jodhpur,Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,30-11-21,11:21,COD,29.19,5,1.46,7.8
4335,Branch 2,Kolkata,Non-Subscriber,Men,Men Footwear,32.1,4,5.14,139.97,01-12-21,13:48,COD,128.41,5,6.42,8.4
4336,Branch 3,Lucknow,Subscriber,Men,Men Footwear,48.33,4,7.73,210.73,02-12-21,10:17,COD,193.33,5,9.67,9
4337,Branch 1,Jalandhar,Non-Subscriber,Men,Men Footwear,31.7,8,10.14,276.42,03-12-21,15:49,Prepaid,253.6,5,12.68,7.4
4338,Branch 2,Delhi,Subscriber,Women,Home,22.96,5,4.59,125.11,04-12-21,13:02,COD,114.78,5,5.74,5.1
4339,Branch 3,Chandigarh,Subscriber,Unisex,Sunglasses,30.68,2,2.45,66.89,05-12-21,12:58,COD,61.37,5,3.07,9.4
4340,Branch 1,Delhi,Subscriber,Men,Men Footwear,26.67,8,8.54,232.58,06-12-21,15:26,COD,213.38,5,10.67,8.8
4341,Branch 2,Hyderabad,Subscriber,Women,Bags,33.57,2,2.69,73.18,07-12-21,18:23,Prepaid,67.13,5,3.36,7.7
4342,Branch 3,Bangalore,Subscriber,Unisex,Sports Equipment,27.5,6,6.6,179.85,08-12-21,19:06,COD,165,5,8.25,8.8
4343,Branch 1,Bangalore,Subscriber,Women,Watches,29.11,6,6.99,190.41,09-12-21,20:21,COD,174.69,5,8.73,7.6
4344,Branch 2,Hyderabad,Subscriber,Women,Sunglasses,30.48,4,4.88,132.87,10-12-21,16:24,COD,121.9,5,6.1,9.2
4345,Branch 3,Jaipur,Non-Subscriber,Women,Women Apparel,24.68,2,1.97,53.8,11-12-21,15:04,COD,49.35,5,2.47,6.1
4346,Branch 1,Kolkata,Subscriber,Men,Men Footwear,48.33,8,15.47,421.45,12-12-21,16:10,COD,386.65,5,19.33,7.5
4347,Branch 2,Gurgaon,Non-Subscriber,Men,Men Footwear,33.57,1,1.34,36.59,13-12-21,12:14,COD,33.57,5,1.68,7.2
4348,Branch 3,Delhi,Subscriber,Unisex,Sunglasses,30.06,7,8.42,229.36,14-12-21,10:13,Prepaid,210.42,5,10.52,4.6
4349,Branch 1,Delhi,Subscriber,Unisex,Sunglasses,38.29,6,9.19,250.42,15-12-21,17:38,COD,229.74,5,11.49,5
4350,Branch 2,Lucknow,Subscriber,Men,Men Footwear,29.11,9,10.48,285.61,16-12-21,11:06,Prepaid,262.03,5,13.1,4.7
4351,Branch 3,Delhi,Subscriber,Women,Women Footwear,33.83,9,12.18,331.9,17-12-21,14:53,COD,304.5,5,15.22,6.5
4352,Branch 1,Hyderabad,Subscriber,Men,Men Footwear,36.28,6,8.71,237.3,18-12-21,18:22,COD,217.7,5,10.89,5.4
4353,Branch 2,Chennai,Subscriber,Unisex,Sunglasses,37.12,6,8.91,242.75,19-12-21,19:02,Prepaid,222.7,5,11.14,8.4
4354,Branch 3,Chennai,Subscriber,Women,Women Apparel,34.7,8,11.1,302.56,20-12-21,14:16,COD,277.57,5,13.88,4.7
4355,Branch 1,Hyderabad,Non-Subscriber,Men,Men Footwear,32.44,1,1.3,35.36,21-12-21,15:44,Prepaid,32.44,5,1.62,8.3
4356,Branch 2,Vapi,Subscriber,Men,Men Footwear,34.33,3,4.12,112.27,22-12-21,12:20,Prepaid,103,5,5.15,7.7
4357,Branch 3,Kolkata,Subscriber,Women,Bags,38.97,9,14.03,382.3,23-12-21,20:01,COD,350.73,5,17.54,9.2
4358,Branch 1,Kanpur,Subscriber,Men,Men Footwear,37.11,9,13.36,364.06,24-12-21,13:45,COD,334,5,16.7,5.1
4359,Branch 2,Noida,Non-Subscriber,Men,Men Footwear,33.21,2,2.66,72.4,25-12-21,15:40,COD,66.42,5,3.32,6.4
4360,Branch 3,Delhi,Subscriber,Men,Men Footwear,32.11,1,1.28,35,26-12-21,16:58,Prepaid,32.11,5,1.61,5.5
4361,Branch 1,Gurgaon,Subscriber,Women,Watches,25.9,7,7.25,197.59,27-12-21,11:12,Prepaid,181.27,5,9.06,7.3
4362,Branch 2,Faridabad,Subscriber,Men,Men Footwear,24.72,7,6.92,188.63,28-12-21,15:12,COD,173.05,5,8.65,9
4363,Branch 3,Mysore,Subscriber,Women,Watches,37.11,1,1.48,40.45,29-12-21,20:37,COD,37.11,5,1.86,7.9
4364,Branch 1,Neyveli,Subscriber,Unisex,Sunglasses,35.34,5,7.07,192.62,30-12-21,17:44,Prepaid,176.72,5,8.84,7.1
4365,Branch 4,Bangalore,Subscriber,Men,Sunglasses,40.88,3,4.91,133.67,31-12-21,16:23,COD,122.63,5,6.13,7
4366,Branch 3,Hyderabad,Subscriber,Women,Women Apparel,32.99,3,3.96,107.89,01-01-22,12:12,Prepaid,98.98,5,4.95,9
4367,Branch 4,Mumbai,Subscriber,Men,Watches,26.67,8,8.54,232.58,02-01-22,19:33,COD,213.38,5,10.67,5.5
4368,Branch 2,Bhubaneswar,Subscriber,Men,Men Apparel,36.28,3,4.35,118.65,03-01-22,10:29,Prepaid,108.85,5,5.44,5.9
4369,Branch 3,Chandigarh,Non-Subscriber,Men,Men Footwear,33.09,9,11.91,324.61,04-01-22,14:28,COD,297.81,5,14.89,5.3
4370,Branch 4,Delhi,Subscriber,Men,Watches,24.72,8,7.91,215.57,05-01-22,12:46,COD,197.78,5,9.89,7.7
4371,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,30.95,6,7.43,202.38,06-01-22,19:40,COD,185.67,5,9.28,9.8
4372,Branch 3,Delhi,Subscriber,Men,Men Footwear,34.7,1,1.39,37.82,07-01-22,19:39,COD,34.7,5,1.73,4.8
4373,Branch 4,Delhi,Subscriber,Men,Watches,36.86,5,7.37,200.89,08-01-22,17:54,COD,184.3,5,9.22,5.1
4374,Branch 2,Bangalore,Subscriber,Unisex,Sunglasses,33.09,5,6.62,180.34,09-01-22,12:25,COD,165.45,5,8.27,8.8
4375,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,35.03,4,5.61,152.74,10-01-22,16:47,COD,140.13,5,7.01,9
4376,Branch 4,Chennai,Subscriber,Men,Watches,27.5,4,4.4,119.9,11-01-22,12:52,COD,110,5,5.5,6.9
4377,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,34.33,8,10.99,299.39,12-01-22,19:50,Prepaid,274.67,5,13.73,9.5
4378,Branch 3,Thane,Subscriber,Men,Men Footwear,33.21,6,7.97,217.2,13-01-22,18:17,COD,199.27,5,9.96,8.6
4379,Branch 1,Kolkata,Non-Subscriber,Men,Men Footwear,37.11,3,4.45,121.35,14-01-22,17:20,COD,111.33,5,5.57,9.3
4380,Branch 2,Kanpur,Subscriber,Men,Sports Equipment,29.19,3,3.5,95.46,15-01-22,13:32,COD,87.58,5,4.38,3.9
4381,Branch 4,Jammu,Subscriber,Men,Watches,36.86,3,4.42,120.53,16-01-22,10:37,Prepaid,110.58,5,5.53,7.4
4382,Branch 1,Gurgaon,Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,17-01-22,14:35,COD,29.19,5,1.46,4.1
4383,Branch 2,Lucknow,Non-Subscriber,Men,Men Footwear,21.87,4,3.5,95.34,18-01-22,12:09,COD,87.47,5,4.37,9.8
4384,Branch 4,Ghaziabad,Subscriber,Men,Watches,51.68,3,6.2,168.99,19-01-22,15:32,COD,155.03,5,7.75,4.1
4385,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,29.19,4,4.67,127.28,20-01-22,13:58,COD,116.77,5,5.84,9.8
4386,Branch 2,Calicut,Subscriber,Women,Women Apparel,63.86,1,2.55,69.61,21-01-22,13:19,COD,63.86,5,3.19,5.7
4387,Branch 3,Chennai,Subscriber,Unisex,Sunglasses,21.62,5,4.32,117.85,22-01-22,13:37,COD,108.12,5,5.41,5.9
4388,Branch 1,Hyderabad,Subscriber,Unisex,Sunglasses,30.06,9,10.82,294.89,23-01-22,16:49,Prepaid,270.54,5,13.53,10
4389,Branch 4,Pune,Subscriber,Men,Watches,33.83,8,10.83,295.03,24-01-22,14:55,Prepaid,270.67,5,13.53,9.4
4390,Branch 3,Kolkata,Subscriber,Women,Watches,21.87,6,5.25,143.01,25-01-22,14:04,COD,131.2,5,6.56,6.5
4391,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,32.1,2,2.57,69.99,26-01-22,12:31,COD,64.21,5,3.21,8
4392,Branch 2,Kanpur,Subscriber,Women,Women Apparel,51.68,9,18.6,506.96,27-01-22,14:51,COD,465.1,5,23.26,9.6
4393,Branch 3,Faridabad,Non-Subscriber,Women,Women Apparel,24.68,1,0.99,26.9,28-01-22,18:27,COD,24.68,5,1.23,7.1
4394,Branch 1,Delhi,Subscriber,Women,Women Apparel,49.35,9,17.77,484.12,29-01-22,12:45,COD,444.15,5,22.21,6.1
4395,Branch 2,Delhi,Subscriber,Women,Women Footwear,32.1,1,1.28,34.99,30-01-22,10:36,COD,32.1,5,1.61,7.2
4396,Branch 3,Vijayawada,Subscriber,Men,Men Footwear,21.87,4,3.5,95.34,31-01-22,20:36,Prepaid,87.47,5,4.37,4.2
4397,Branch 1,Madurai,Non-Subscriber,Men,Men Footwear,32.31,4,5.17,140.88,01-02-22,14:16,COD,129.25,5,6.46,4.5
4398,Branch 2,Hyderabad,Subscriber,Men,Men Footwear,30.55,8,9.78,266.38,02-02-22,10:26,COD,244.39,5,12.22,5.7
4399,Branch 4,Bangalore,Subscriber,Men,Watches,33.83,5,6.77,184.39,03-02-22,13:30,Prepaid,169.17,5,8.46,8.2
4400,Branch 4,Pune,Subscriber,Men,Watches,24.72,8,7.91,215.57,04-02-22,16:28,COD,197.78,5,9.89,7.9
4401,Branch 2,Bhubaneswar,Non-Subscriber,Men,Men Footwear,31.7,5,6.34,172.77,05-02-22,20:18,COD,158.51,5,7.93,9.3
4402,Branch 3,Panchkula,Subscriber,Women,Watches,21.87,3,2.62,71.5,06-02-22,20:04,COD,65.6,5,3.28,6.1
4403,Branch 1,Kanpur,Non-Subscriber,Men,Men Footwear,32.1,1,1.28,34.99,07-02-22,13:38,COD,32.1,5,1.61,9.7
4404,Branch 2,Agra,Subscriber,Women,Bags,24.3,4,3.89,105.93,08-02-22,10:43,COD,97.18,5,4.86,9.5
4405,Branch 3,Delhi,Subscriber,Women,Sunglasses,38.29,6,9.19,250.42,09-02-22,17:30,COD,229.75,5,11.49,4.8
4406,Branch 4,Ghaziabad,Subscriber,Men,Watches,48.33,3,5.8,158.04,10-02-22,15:28,COD,144.99,5,7.25,7.9
4407,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,27.21,4,4.35,118.62,11-02-22,19:07,Prepaid,108.83,5,5.44,7.7
4408,Branch 3,Madurai,Subscriber,Men,Men Footwear,24.92,3,2.99,81.5,12-02-22,19:01,COD,74.77,5,3.74,4
4409,Branch 1,Hyderabad,Non-Subscriber,Women,Women Apparel,30.17,3,3.62,98.65,13-02-22,19:48,Prepaid,90.51,5,4.53,5.4
4410,Branch 4,Chennai,Subscriber,Men,Watches,24.72,4,3.96,107.79,14-02-22,19:24,COD,98.89,5,4.94,5.3
4411,Branch 3,Mumbai,Non-Subscriber,Women,Women Apparel,51.68,9,18.6,506.96,15-02-22,13:00,COD,465.1,5,23.26,5
4412,Branch 1,Hooghly,Subscriber,Women,Women Footwear,24.12,1,0.96,26.29,16-02-22,14:29,COD,24.12,5,1.21,6.8
4413,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,31.7,4,5.07,138.22,17-02-22,13:21,COD,126.8,5,6.34,7.7
4414,Branch 3,Ghaziabad,Subscriber,Men,Men Footwear,48.33,2,3.87,105.36,18-02-22,18:55,COD,96.66,5,4.83,6.5
4415,Branch 1,Noida,Subscriber,Women,Sunglasses,30.48,7,8.53,232.53,19-02-22,19:36,COD,213.33,5,10.67,9.1
4416,Branch 2,Delhi,Subscriber,Women,Women Apparel,41.88,1,1.68,45.65,20-02-22,16:28,Prepaid,41.88,5,2.09,7.7
4417,Branch 3,Delhi,Non-Subscriber,Women,Jewellery,38.97,3,4.68,127.43,21-02-22,13:48,Prepaid,116.91,5,5.85,8.6
4418,Branch 1,Madurai,Subscriber,Women,Women Apparel,24.12,1,0.96,26.29,22-02-22,10:57,Prepaid,24.12,5,1.21,9.1
4419,Branch 2,Hyderabad,Subscriber,Women,Bags,26.1,1,1.04,28.45,23-02-22,17:13,COD,26.1,5,1.31,8.2
4420,Branch 3,Bangalore,Subscriber,Unisex,Furniture,39.46,6,9.47,258.06,24-02-22,10:23,Prepaid,236.75,5,11.84,8.1
4421,Branch 1,Hyderabad,Subscriber,Women,Bags,38.97,2,3.12,84.95,25-02-22,13:57,COD,77.94,5,3.9,7.4
4422,Branch 2,Pune,Subscriber,Men,Men Footwear,32.1,2,2.57,69.99,26-02-22,13:29,COD,64.21,5,3.21,9.7
4423,Branch 3,Kolkata,Non-Subscriber,Men,Men Footwear,38.22,9,13.76,374.98,27-02-22,13:00,Prepaid,344.02,5,17.2,8.6
4424,Branch 1,Delhi,Subscriber,Women,Women Footwear,24.12,7,6.75,184.04,28-02-22,19:42,COD,168.84,5,8.44,6.6
4425,Branch 2,Jammu,Non-Subscriber,Men,Men Footwear,33.57,1,1.34,36.59,01-03-22,15:36,COD,33.57,5,1.68,4.9
4426,Branch 3,Delhi,Subscriber,Men,Men Footwear,32.44,8,10.38,282.88,02-03-22,13:40,Prepaid,259.52,5,12.98,6.9
4427,Branch 1,Gurgaon,Non-Subscriber,Unisex,Sports Equipment,27.5,6,6.6,179.85,03-03-22,18:01,COD,165,5,8.25,8.8
4428,Branch 2,Ludhiana,Subscriber,Women,Bags,33.57,2,2.69,73.18,04-03-22,13:53,Prepaid,67.13,5,3.36,7.9
4429,Branch 3,Bangalore,Subscriber,Unisex,Watches,29.78,4,4.77,129.86,05-03-22,17:27,COD,119.14,5,5.96,6.8
4430,Branch 1,Calicut,Subscriber,Men,Men Footwear,21.62,9,7.78,212.13,06-03-22,10:53,COD,194.61,5,9.73,7.2
4431,Branch 2,Hyderabad,Subscriber,Unisex,Watches,25.94,1,1.04,28.28,07-03-22,19:48,COD,25.94,5,1.3,6.8
4432,Branch 3,Chennai,Subscriber,Men,Men Footwear,32.1,1,1.28,34.99,08-03-22,16:53,COD,32.1,5,1.61,5.6
4433,Branch 1,Nagpur,Subscriber,Women,Bags,38.97,5,7.79,212.39,09-03-22,19:14,COD,194.85,5,9.74,6.3
4434,Branch 2,Kolkata,Subscriber,Women,Watches,29.78,6,7.15,194.79,10-03-22,14:36,COD,178.7,5,8.94,9.5
4435,Branch 3,Delhi,Subscriber,Women,Watches,29.78,1,1.19,32.46,11-03-22,18:19,COD,29.78,5,1.49,6.7
4436,Branch 1,Jammu,Subscriber,Men,Men Apparel,36.28,8,11.61,316.4,12-03-22,19:09,Prepaid,290.27,5,14.51,8.9
4437,Branch 2,Delhi,Non-Subscriber,Women,Women Apparel,32.99,3,3.96,107.89,13-03-22,16:51,Prepaid,98.98,5,4.95,9.5
4438,Branch 3,Lucknow,Subscriber,Men,Men Footwear,24.52,5,4.9,133.64,14-03-22,15:37,Prepaid,122.61,5,6.13,7.6
4439,Branch 1,Agra,Non-Subscriber,Men,Men Footwear,36.28,3,4.35,118.65,15-03-22,20:15,COD,108.85,5,5.44,6.9
4440,Branch 2,Bangalore,Subscriber,Women,Home,29.84,7,8.35,227.67,16-03-22,14:38,COD,208.87,5,10.44,6.4
4441,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,30.13,4,4.82,131.36,17-03-22,19:25,COD,120.51,5,6.03,8
4442,Branch 1,Hyderabad,Subscriber,Women,Women Apparel,32.96,7,9.23,251.5,18-03-22,19:35,Prepaid,230.74,5,11.54,4.2
4443,Branch 2,Hyderabad,Subscriber,Women,Watches,21.87,8,7,190.68,19-03-22,15:42,COD,174.93,5,8.75,6.4
4444,Branch 3,Pune,Subscriber,Men,Men Apparel,36.28,1,1.45,39.55,20-03-22,14:11,Prepaid,36.28,5,1.81,9.4
4445,Branch 1,Siliguri,Subscriber,Unisex,Bags,18.99,6,4.56,124.19,21-03-22,10:43,COD,113.94,5,5.7,9.6
4446,Branch 2,Kanpur,Subscriber,Unisex,Watches,29.84,1,1.19,32.52,22-03-22,17:58,COD,29.84,5,1.49,9.4
4447,Branch 3,Bhatinda,Non-Subscriber,Men,Men Footwear,33.09,9,11.91,324.61,23-03-22,11:26,COD,297.81,5,14.89,8.8
4448,Branch 1,Delhi,Subscriber,Men,Men Footwear,34.33,2,2.75,74.85,24-03-22,17:38,Prepaid,68.67,5,3.43,6.4
4449,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,37.12,1,1.48,40.46,25-03-22,20:07,Prepaid,37.12,5,1.86,5.2
4450,Branch 3,Agra,Subscriber,Women,Watches,37.11,1,1.48,40.45,26-03-22,11:02,COD,37.11,5,1.86,9.5
4451,Branch 4,Hyderabad,Subscriber,Men,Watches,41.18,5,8.24,224.41,27-03-22,19:07,Prepaid,205.88,5,10.29,6.6
4452,Branch 2,Chennai,Subscriber,Men,Men Footwear,23.36,5,4.67,127.33,28-03-22,18:50,COD,116.82,5,5.84,7.5
4453,Branch 4,Hyderabad,Subscriber,Men,Watches,38.45,4,6.15,167.63,29-03-22,12:43,Prepaid,153.79,5,7.69,4.7
4454,Branch 4,Bangalore,Subscriber,Men,Watches,27.21,1,1.09,29.65,30-03-22,15:09,Prepaid,27.21,5,1.36,5.4
4455,Branch 2,Mumbai,Non-Subscriber,Men,Men Footwear,33.09,3,3.97,108.2,31-03-22,13:47,COD,99.27,5,4.96,4.6
4456,Branch 3,Kolkata,Subscriber,Men,Men Footwear,41.18,4,6.59,179.53,01-04-22,16:59,COD,164.71,5,8.24,6.8
4457,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,29.19,8,9.34,254.57,02-04-22,14:15,COD,233.55,5,11.68,4.4
4458,Branch 2,Ludhiana,Subscriber,Men,Men Footwear,32.1,9,11.56,314.93,03-04-22,20:24,COD,288.93,5,14.45,6.1
4459,Branch 3,Faridabad,Non-Subscriber,Men,Men Footwear,31.7,9,11.41,310.98,04-04-22,13:58,Prepaid,285.3,5,14.27,7.5
